+--------+------------+------------+----------+----------+----------+----------+----------+----------+----------+-----------+----------+----------+-----------+-----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+----------+----------+-----------+----------+----------+-----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+----------+----------+-----------+-----------+----------+----------+-----------+-----------+-----------+-----------+-----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+----------+-----------+----------+----------+----------+----------+----------+----------+----------+-----------+----------+-----------+----------+----------+-----------+----------+----------+
| source |    sum     |    SIL     |   SPN    |    AA    |   AA0    |   AA1    |   AA2    |    AE    |   AE0    |    AE1    |   AE2    |    AH    |    AH0    |    AH1    |   AH2    |    AO    |   AO0    |   AO1    |   AO2    |    AW    |   AW0    |   AW1    |   AW2    |    AY    |   AY0    |   AY1    |   AY2    |    B     |    CH    |     D     |     DH    |    EH    |   EH0    |    EH1    |   EH2    |    ER    |    ER0    |   ER1    |   ER2    |    EY    |   EY0    |   EY1    |   EY2    |    F     |    G     |    HH    |    IH    |    IH0    |    IH1    |   IH2    |    IY    |    IY0    |    IY1    |   IY2    |    JH    |     K     |     L     |     M     |     N     |     NG    |    OW    |   OW0    |   OW1    |   OW2    |    OY    |   OY0    |   OY1    |   OY2    |    P     |     R     |     S     |    SH    |     T     |    TH    |    UH    |   UH0    |   UH1    |   UH2    |    UW    |   UW0    |    UW1    |   UW2    |     V     |    W     |    Y     |     Z     |    ZH    |  final   |
|  EY0   | 27.912148  |  1.897144  | 0.287786 | 0.032814 | 0.032814 | 0.489539 | 0.032814 | 0.032814 | 0.032814 |  0.432468 | 0.032814 | 0.032814 |  0.411510 |  0.037733 | 0.032814 | 0.032814 | 0.032814 | 0.137061 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.299718 | 0.032814 | 0.120014 | 0.032814 |  0.911809 |  0.094605 | 0.032814 | 0.032814 |  0.032814 | 0.032814 | 0.032814 |  0.033049 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.034965 | 0.032814 | 0.032814 | 0.032814 | 0.499931 | 0.032814 |  0.106265 |  0.041551 | 0.032814 | 0.032814 |  0.032814 |  0.415416 | 0.032814 | 0.032814 |  1.306552 |  3.194553 |  0.235363 |  3.149152 |  0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.778923 |  0.032814 |  0.032814 | 0.446047 |  7.251879 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 | 0.032814 |  0.032814 | 0.032814 |  2.345395 | 0.309011 | 0.032814 |  0.277660 | 0.280971 | 0.182888 |
|  EY1   | 93.824939  |  4.559483  | 0.040946 | 0.012141 | 0.053891 | 0.216300 | 0.017073 | 0.012141 | 0.020677 |  0.255224 | 0.012329 | 0.012141 |  0.965275 |  0.071496 | 0.027688 | 0.012141 | 0.016796 | 0.167698 | 0.016953 | 0.012141 | 0.028153 | 0.074253 | 0.012141 | 0.012141 | 0.012141 | 0.143139 | 0.012141 | 3.673743 | 1.007142 |  6.943501 |  0.910969 | 0.012141 | 0.021584 |  0.099356 | 0.012153 | 0.012141 |  0.547216 | 0.024075 | 0.012141 | 0.012141 | 0.013765 | 0.026897 | 0.012141 | 1.258872 | 0.568748 | 1.761189 | 0.012141 |  1.305728 |  0.019200 | 0.017884 | 0.012141 |  0.012139 |  0.025290 | 0.012141 | 1.668664 |  8.162117 |  3.834818 |  8.108085 |  9.612237 |  0.017769 | 0.012141 | 0.025541 | 0.058983 | 0.012978 | 0.012141 | 0.012141 | 0.012141 | 0.012141 | 1.989064 |  0.444146 |  8.020370 | 7.278666 |  9.835116 | 0.494437 | 0.012141 | 0.012141 | 0.012141 | 0.012141 | 0.012141 | 0.012141 |  0.012263 | 0.012141 |  3.308329 | 2.431872 | 0.270611 |  2.415571 | 0.481741 | 0.052657 |
|  EY2   | 47.932514  |  2.664128  | 0.009737 | 0.009737 | 0.009737 | 0.075624 | 0.009737 | 0.009737 | 0.009737 |  0.068350 | 0.173782 | 0.009737 |  0.286792 |  0.057891 | 0.009737 | 0.009737 | 0.009737 | 0.032558 | 0.009737 | 0.009737 | 0.009737 | 0.081128 | 0.009737 | 0.009737 | 0.009737 | 0.120354 | 0.009737 | 0.200355 | 0.327201 |  1.592630 |  0.230518 | 0.009737 | 0.009737 |  0.009738 | 0.009737 | 0.009737 |  0.099585 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.010152 | 0.009737 | 0.195729 | 0.009737 | 0.204922 | 0.009737 |  0.275948 |  0.034908 | 0.009737 | 0.009737 |  0.009737 |  0.028571 | 0.009737 | 0.231472 |  2.133089 |  1.126557 |  0.355062 |  0.850414 |  0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 1.883067 |  0.114089 |  0.697360 | 0.409120 | 23.843403 | 0.094500 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.009737 | 0.009737 |  0.009737 | 0.009737 |  0.009737 | 0.297713 | 0.055871 |  8.326034 | 0.170170 | 0.086864 |
|   F    | 98.032324  |  6.636678  | 0.026203 | 0.012025 | 0.027936 | 4.031952 | 0.107057 | 0.012025 | 0.057768 |  2.562855 | 0.082589 | 0.012025 |  6.775412 |  0.325715 | 0.042018 | 0.012025 | 0.183890 | 9.493286 | 0.532314 | 0.012025 | 0.052016 | 1.338362 | 0.014695 | 0.012025 | 0.061669 | 3.652458 | 0.814533 | 0.069061 | 0.022195 |  0.064664 |  0.628013 | 0.012025 | 0.086887 |  4.388488 | 0.213673 | 0.012025 | 17.338078 | 2.683393 | 0.024740 | 0.012025 | 0.012025 | 2.663897 | 0.024884 | 0.273277 | 0.054363 | 0.796644 | 0.012025 |  1.385463 |  4.327833 | 0.291252 | 0.012025 |  0.242593 |  2.356066 | 0.062134 | 0.029668 |  0.116706 |  4.085246 |  0.103628 |  0.080720 |  0.012025 | 0.012025 | 0.032173 | 0.337081 | 0.105801 | 0.012025 | 0.016356 | 0.025276 | 0.012025 | 0.076547 |  5.923003 |  0.719981 | 0.186405 |  6.235252 | 0.066416 | 0.012025 | 0.073852 | 1.123855 | 0.095497 | 0.012025 | 0.012025 |  0.420155 | 0.012025 |  0.022387 | 0.653368 | 2.380790 |  0.012025 | 0.012025 | 0.040612 |
|   G    | 82.168857  |  1.159311  | 0.021915 | 0.011141 | 0.079908 | 5.129368 | 0.097559 | 0.011141 | 0.019254 |  3.054501 | 0.045067 | 0.011141 |  3.990918 |  1.575160 | 0.011141 | 0.011141 | 0.110663 | 1.137954 | 0.066692 | 0.011141 | 0.011141 | 0.142886 | 0.024255 | 0.011141 | 0.031441 | 0.327553 | 0.045511 | 0.119372 | 0.027358 |  0.439364 |  0.055072 | 0.011141 | 0.019376 |  7.665729 | 0.084035 | 0.011141 |  2.979216 | 1.821857 | 0.011141 | 0.011141 | 0.062871 | 3.433100 | 0.175480 | 0.143999 | 0.045771 | 0.173948 | 0.011141 |  0.477495 |  5.609193 | 0.011141 | 0.011141 |  0.137717 |  0.054697 | 0.019430 | 0.534379 |  0.100108 |  4.896944 |  0.245856 |  2.133851 |  0.011141 | 0.011141 | 0.114294 | 5.731251 | 0.155223 | 0.011141 | 0.011141 | 0.048185 | 0.011141 | 0.131947 | 16.959328 |  0.203857 | 0.059703 |  0.141425 | 0.027374 | 0.011141 | 0.011141 | 3.468064 | 0.019441 | 0.011141 | 0.091430 |  0.155679 | 0.011141 |  0.019292 | 1.081127 | 1.355440 |  3.446183 | 0.131352 | 0.044744 |
|   HH   | 103.195413 |  0.012928  | 0.012928 | 0.012928 | 0.062068 | 2.622441 | 0.077521 | 0.012928 | 0.020583 | 25.163504 | 0.156300 | 0.012928 |  0.104543 |  1.953096 | 0.012928 | 0.012928 | 0.025963 | 1.234497 | 0.044431 | 0.012928 | 0.023932 | 3.152868 | 0.733761 | 0.012928 | 0.043646 | 1.625128 | 0.036825 | 0.012928 | 0.012928 |  0.012928 |  0.012928 | 0.012928 | 0.060981 |  4.415655 | 0.079265 | 0.012928 |  7.449843 | 3.891762 | 0.016227 | 0.012928 | 0.012928 | 0.737638 | 0.012928 | 0.012928 | 0.012928 | 0.012928 | 0.012928 |  2.117822 | 17.865252 | 0.050683 | 0.012928 |  0.012928 | 19.872213 | 0.023949 | 0.012928 |  0.012928 |  0.012928 |  0.012928 |  0.012928 |  0.012928 | 0.012928 | 0.101536 | 3.064624 | 0.164701 | 0.012928 | 0.012928 | 0.023786 | 0.012928 | 0.016393 |  0.012928 |  0.012928 | 0.012928 |  0.012928 | 0.012928 | 0.012928 | 0.070193 | 0.074218 | 0.173586 | 0.012928 | 0.066445 |  4.659411 | 0.016279 |  0.012928 | 0.096675 | 0.423408 |  0.012928 | 0.012928 | 0.012928 |
|   IH   | 87.000000  |  1.000000  | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |
|  IH0   | 135.718123 |  0.016649  | 0.018760 | 0.015291 | 0.015313 | 0.042035 | 0.015563 | 0.015291 | 0.015301 |  0.015290 | 0.015295 | 0.015291 |  0.017172 |  0.015520 | 0.015546 | 0.015291 | 0.015343 | 0.027249 | 0.015309 | 0.015291 | 0.015292 | 0.015274 | 0.015294 | 0.015291 | 0.015291 | 0.015375 | 0.015291 | 0.147111 | 0.140881 |  8.077005 |  0.154491 | 0.015291 | 0.015897 |  0.015826 | 0.015306 | 0.015291 |  0.015294 | 0.017211 | 0.015291 | 0.015291 | 0.015291 | 0.015276 | 0.015291 | 4.977320 | 2.421497 | 0.619369 | 0.015291 |  0.014895 |  0.016005 | 0.017800 | 0.015291 |  0.015279 |  0.016223 | 0.015291 | 1.437929 |  8.345884 |  2.271511 |  5.654241 | 26.851690 | 26.011734 | 0.015291 | 0.015376 | 0.015637 | 0.015291 | 0.015291 | 0.015291 | 0.015291 | 0.015291 | 0.930517 |  0.240107 |  6.602376 | 1.911200 | 16.214947 | 9.019004 | 0.015291 | 0.015291 | 0.015291 | 0.015291 | 0.015291 | 0.015291 |  0.015299 | 0.015291 |  2.051689 | 0.067246 | 0.017651 | 10.515401 | 0.020388 | 0.015295 |
|  IH1   | 120.456265 |  0.019792  | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 |  0.013983 | 0.013983 | 0.013983 |  0.017423 |  0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.512074 | 6.856828 |  2.903436 |  0.252633 | 0.013983 | 0.013983 |  0.013983 | 0.013983 | 0.013983 |  0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 2.497367 | 1.621040 | 0.013983 | 0.013983 |  0.013983 |  0.013983 | 0.013983 | 0.013983 |  0.013983 |  0.013983 | 0.013983 | 0.696093 |  4.277253 | 11.301628 |  6.998201 | 15.281590 |  7.383655 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 1.606283 |  8.435835 | 14.010201 | 3.760327 |  8.194979 | 1.222584 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 | 0.013983 |  0.013983 | 0.013983 |  3.759081 | 0.013983 | 0.013983 | 17.699293 | 0.253733 | 0.013983 |
|  IH2   | 44.618063  |  0.009916  | 0.045923 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 |  0.009916 | 0.009916 | 0.009916 |  0.009916 |  0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.344162 | 1.191164 |  0.989341 |  0.045312 | 0.009916 | 0.009916 |  0.009916 | 0.009916 | 0.009916 |  0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.182665 | 0.369313 | 0.009916 | 0.009916 |  0.009916 |  0.009916 | 0.009916 | 0.009916 |  0.009916 |  0.009916 | 0.009916 | 0.238875 |  1.633684 |  1.845663 |  1.315484 | 13.871814 |  7.293002 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 1.753176 |  1.360189 |  7.243990 | 0.277724 |  0.826395 | 0.211982 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 | 0.009916 |  0.009916 | 0.009916 |  0.489669 | 0.009916 | 0.009916 |  2.434081 | 0.009916 | 0.009916 |
|   IY   | 87.000000  |  1.000000  | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |
|  IY0   | 106.994537 | 23.291744  | 0.144957 | 0.012580 | 0.095362 | 1.108990 | 0.134464 | 0.012580 | 0.213228 |  2.007195 | 0.315529 | 0.012580 | 12.096445 |  1.658398 | 0.145473 | 0.012580 | 0.060331 | 0.570940 | 0.038165 | 0.012580 | 0.025444 | 0.298942 | 0.026070 | 0.012580 | 0.247481 | 0.534066 | 0.026840 | 2.618475 | 0.245719 |  3.491714 |  1.387902 | 0.012580 | 0.249788 |  1.549769 | 0.231913 | 0.012580 |  0.728418 | 0.252871 | 0.012580 | 0.012580 | 0.037493 | 0.859422 | 0.288082 | 2.685218 | 1.236433 | 2.402983 | 0.012580 |  4.070769 |  0.603839 | 0.249970 | 0.012580 |  0.012566 |  0.122709 | 0.013558 | 0.354127 |  2.812629 |  2.346235 |  3.988297 |  1.496441 |  0.017451 | 0.012580 | 0.113025 | 1.184139 | 0.134026 | 0.012580 | 0.012580 | 0.028386 | 0.012580 | 3.704508 |  1.700232 |  4.763645 | 0.462611 |  4.437338 | 1.719432 | 0.012580 | 0.012580 | 0.012580 | 0.012580 | 0.012580 | 0.020258 |  0.020473 | 0.012580 |  0.696377 | 3.912985 | 1.477842 |  4.776416 | 0.016973 | 0.154263 |
|  IY1   | 104.796480 |  6.125402  | 0.042855 | 0.012447 | 0.035484 | 0.191432 | 0.028966 | 0.012447 | 0.036461 |  0.668092 | 0.030844 | 0.012447 |  2.568046 |  0.097970 | 0.085365 | 0.012447 | 0.037540 | 0.307668 | 0.012925 | 0.012447 | 0.012447 | 0.073516 | 0.012447 | 0.012447 | 0.014977 | 0.068632 | 0.012447 | 1.227015 | 2.496778 |  6.221212 |  1.641911 | 0.012447 | 0.039552 |  0.185215 | 0.023796 | 0.012447 |  0.346952 | 0.022855 | 0.012447 | 0.012447 | 0.012447 | 0.093476 | 0.012447 | 2.333505 | 1.345623 | 6.057908 | 0.012447 |  3.495533 |  0.056058 | 0.033579 | 0.012447 |  0.012450 |  0.039997 | 0.012447 | 0.365572 |  5.988076 |  4.995825 |  5.448158 |  7.336396 |  0.012447 | 0.012447 | 0.081547 | 0.134006 | 0.031556 | 0.012447 | 0.012447 | 0.012447 | 0.012447 | 5.051988 |  3.861513 |  6.892791 | 1.014942 |  7.153454 | 0.889574 | 0.012447 | 0.012447 | 0.012447 | 0.012447 | 0.012447 | 0.012447 |  0.012523 | 0.012447 |  5.712912 | 7.236524 | 0.357509 |  5.607735 | 0.066997 | 0.071433 |
|  IY2   | 40.151607  |  2.147048  | 0.016780 | 0.016780 | 0.016780 | 0.016792 | 0.016780 | 0.016780 | 0.016780 |  2.022985 | 0.053363 | 0.016780 |  3.689922 |  0.221033 | 0.016780 | 0.016780 | 0.016780 | 5.141137 | 0.016813 | 0.016780 | 0.016780 | 0.212983 | 0.016780 | 0.016780 | 0.016780 | 0.039198 | 0.016780 | 0.367178 | 0.141820 |  1.280834 |  0.273710 | 0.016780 | 0.016780 |  0.017073 | 0.016780 | 0.016780 |  0.312481 | 0.016780 | 0.016780 | 0.016780 | 0.016780 | 0.144542 | 0.016780 | 0.540392 | 0.229543 | 0.670335 | 0.016780 |  0.618550 |  0.188843 | 0.016780 | 0.016780 |  0.016780 |  0.035393 | 0.016780 | 0.016780 |  1.808053 |  2.188405 |  1.115475 |  3.664589 |  0.016780 | 0.016780 | 0.373583 | 0.016780 | 0.016780 | 0.016780 | 0.016780 | 0.016780 | 0.016780 | 3.188025 |  0.977278 |  1.059375 | 0.832766 |  1.602697 | 0.156084 | 0.016780 | 0.016780 | 0.016780 | 0.016780 | 0.016780 | 0.257331 |  0.016780 | 0.016780 |  1.067612 | 0.457343 | 0.076770 |  1.992854 | 0.016780 | 0.162728 |
|   JH   | 75.556957  |  6.501489  | 0.037351 | 0.010806 | 0.010806 | 2.534751 | 0.010806 | 0.010806 | 0.010809 |  1.210180 | 0.209833 | 0.010806 | 12.331603 |  5.948631 | 0.058398 | 0.010806 | 0.021342 | 0.815779 | 0.036727 | 0.010806 | 0.010806 | 0.056206 | 0.010806 | 0.010806 | 0.119593 | 0.285902 | 0.083040 | 0.431109 | 0.068619 |  3.721159 |  0.476490 | 0.010806 | 1.039176 |  8.811894 | 0.371022 | 0.010806 |  5.053206 | 1.404831 | 0.010806 | 0.010806 | 0.010806 | 1.608197 | 0.010806 | 0.458312 | 0.112045 | 0.455092 | 0.010806 |  6.380050 |  1.496026 | 0.039741 | 0.010806 |  0.833188 |  1.062447 | 0.116005 | 0.055216 |  0.342958 |  0.480567 |  1.085976 |  0.155620 |  0.010806 | 0.010806 | 0.056234 | 0.829271 | 0.039875 | 0.010806 | 0.010806 | 2.858197 | 0.010806 | 0.311582 |  0.197442 |  0.470394 | 0.076045 |  0.532366 | 0.109690 | 0.010806 | 0.050929 | 0.128314 | 0.095997 | 0.010806 | 0.583809 |  1.518152 | 0.054297 |  0.075005 | 0.716303 | 0.142152 |  0.027705 | 0.010806 | 0.081661 |
|   K    | 99.475309  |  5.139814  | 0.035973 | 0.012055 | 0.109241 | 3.739826 | 0.677728 | 0.012055 | 0.087649 |  3.361850 | 0.143025 | 0.012055 | 15.207589 |  5.487185 | 0.197531 | 0.012055 | 0.101423 | 3.426762 | 0.155892 | 0.012055 | 0.019305 | 1.077450 | 0.033991 | 0.012055 | 0.017169 | 0.961679 | 0.027947 | 0.262187 | 0.434696 |  0.144418 |  1.116583 | 0.012055 | 0.017610 |  1.928717 | 0.068398 | 0.012055 |  0.989129 | 0.745085 | 0.026731 | 0.012055 | 0.036069 | 3.209746 | 0.412799 | 0.595445 | 0.134285 | 0.877980 | 0.012055 |  3.540154 |  1.426193 | 0.025079 | 0.012055 |  0.446007 |  0.708811 | 0.081518 | 0.040110 |  0.317497 |  4.685639 |  0.584087 |  0.440968 |  0.012055 | 0.012055 | 0.171243 | 0.811256 | 0.190704 | 0.012055 | 0.018279 | 0.065803 | 0.012055 | 0.287750 |  5.066929 |  9.110125 | 1.737612 |  8.557829 | 0.094137 | 0.012055 | 0.012055 | 2.462060 | 0.012055 | 0.012055 | 0.019999 |  0.402881 | 0.027609 |  0.053994 | 4.677602 | 2.092797 |  0.016423 | 0.012055 | 0.064206 |
|   L    | 110.099371 |  8.031652  | 0.051256 | 0.012507 | 0.030139 | 1.373564 | 0.095428 | 0.012507 | 0.065060 |  4.408287 | 0.103421 | 0.012507 |  7.652939 |  2.119982 | 0.031948 | 0.012507 | 0.068896 | 2.883488 | 0.058389 | 0.012507 | 0.017821 | 0.704456 | 0.018287 | 0.012507 | 0.048055 | 5.380112 | 0.430837 | 1.306394 | 0.161955 |  7.714780 |  2.064509 | 0.012507 | 0.056157 |  4.261032 | 0.098768 | 0.012507 |  1.556782 | 0.313132 | 0.012507 | 0.012507 | 0.034890 | 4.049754 | 0.275342 | 3.178519 | 0.530966 | 1.280619 | 0.012507 |  4.097455 |  4.376772 | 0.112152 | 0.012507 | 12.217827 |  2.790067 | 0.089411 | 0.372972 |  1.170531 |  0.488514 |  1.695130 |  0.476453 |  0.012507 | 0.012507 | 0.959404 | 2.095975 | 0.087828 | 0.012507 | 0.012507 | 0.143916 | 0.028328 | 1.199111 |  0.679145 |  2.398454 | 0.205085 |  3.349667 | 0.427939 | 0.012507 | 0.012507 | 1.351702 | 0.044200 | 0.012507 | 0.210512 |  1.332869 | 0.112032 |  0.969467 | 1.857590 | 1.150707 |  2.838447 | 0.012552 | 0.061907 |
|   M    | 105.206794 |  9.381174  | 0.050394 | 0.012304 | 0.194411 | 1.713778 | 0.122511 | 0.012304 | 0.098198 |  5.512697 | 0.306084 | 0.012304 | 11.017831 |  4.713718 | 0.124866 | 0.012304 | 0.115051 | 3.523218 | 0.054196 | 0.012304 | 0.012307 | 0.849330 | 0.030731 | 0.012304 | 0.042571 | 6.994857 | 0.457658 | 2.645357 | 0.057896 |  2.318634 |  2.217913 | 0.012304 | 0.145939 |  5.164692 | 0.168599 | 0.012304 |  1.311329 | 0.479484 | 0.012304 | 0.012304 | 0.066021 | 4.932233 | 0.149107 | 1.121145 | 0.255312 | 1.256306 | 0.012304 |  2.775652 |  5.497006 | 0.209230 | 0.012304 |  0.720058 |  5.147018 | 0.041384 | 0.080620 |  0.440128 |  0.825727 |  0.606276 |  0.417909 |  0.012304 | 0.012304 | 0.125454 | 2.253939 | 0.604042 | 0.012304 | 0.025888 | 0.049692 | 0.026768 | 5.342855 |  0.438136 |  2.600609 | 0.196489 |  2.195766 | 0.723131 | 0.012304 | 0.026923 | 0.034344 | 0.012304 | 0.012304 | 0.012304 |  0.905567 | 0.021790 |  0.121073 | 1.579702 | 0.804321 |  2.434806 | 0.012304 | 0.082856 |
|   N    | 109.388661 |  9.030184  | 0.066572 | 0.012837 | 0.082807 | 3.428783 | 0.061762 | 0.012837 | 0.029831 |  0.822509 | 0.044817 | 0.012837 |  6.475971 |  1.309765 | 0.046575 | 0.012837 | 0.028834 | 0.646735 | 0.040051 | 0.012837 | 0.019909 | 0.992943 | 0.014522 | 0.012837 | 0.042510 | 1.009684 | 0.098733 | 0.751596 | 0.580933 | 24.707357 |  5.134780 | 0.012837 | 0.046966 |  1.405529 | 0.153033 | 0.012837 |  1.205820 | 0.130715 | 0.012837 | 0.012837 | 0.013438 | 1.065366 | 0.081019 | 1.581242 | 0.397766 | 2.547962 | 0.012837 |  3.413181 |  0.689817 | 0.062191 | 0.012837 |  2.257086 |  0.579492 | 0.032365 | 1.043259 |  1.442582 |  1.654794 |  1.070699 |  0.293925 |  0.012837 | 0.012837 | 0.075631 | 2.619560 | 0.026859 | 0.012837 | 0.012837 | 0.075178 | 0.012837 | 0.668086 |  0.585571 |  7.213061 | 0.829159 | 12.638494 | 0.426537 | 0.012837 | 0.015031 | 0.021559 | 0.014575 | 0.012837 | 0.014068 |  0.688472 | 0.028707 |  0.594591 | 1.747464 | 1.202025 |  2.944280 | 0.016623 | 0.062812 |
|   NG   | 97.689546  | 17.815430  | 0.084004 | 0.011986 | 0.031372 | 1.062882 | 0.025339 | 0.011986 | 0.042006 |  1.885524 | 0.046503 | 0.011986 |  6.275871 |  1.081353 | 0.050430 | 0.011986 | 0.036697 | 0.515981 | 0.035801 | 0.011986 | 0.012079 | 0.616734 | 0.024013 | 0.011986 | 0.036456 | 0.280137 | 0.011986 | 1.781945 | 0.192524 |  1.584728 |  7.589902 | 0.011986 | 0.029829 |  0.380059 | 0.036566 | 0.011986 |  0.330262 | 0.027833 | 0.011986 | 0.011986 | 0.011986 | 0.110751 | 0.027638 | 2.686275 | 5.632814 | 4.420750 | 0.011986 |  4.197695 |  0.251580 | 0.083763 | 0.011986 |  0.033753 |  0.072184 | 0.019371 | 0.226766 | 10.807738 |  2.305873 |  2.855124 |  0.659246 |  0.011986 | 0.011986 | 0.063396 | 0.417276 | 0.029204 | 0.011986 | 0.011986 | 0.025585 | 0.011986 | 1.275381 |  1.103938 |  3.375646 | 0.300773 |  5.210325 | 1.155042 | 0.011986 | 0.011986 | 0.011986 | 0.011986 | 0.011986 | 0.011986 |  0.027714 | 0.011986 |  0.296897 | 3.255493 | 0.436016 |  3.964114 | 0.011986 | 0.125531 |
|   OW   | 87.000000  |  1.000000  | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |
